Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
1,Luka Dončić,26,LAL,PG,64,64,35.8,10.8,22.8,.476,4.0,10.8,.366,6.9,11.9,.575,.563,7.9,10.1,.780,0.6,7.1,7.7,8.3,1.6,0.5,4.0,2.4,33.5,AS,doncilu01
2,Shai Gilgeous-Alexander,27,OKC,PG,68,68,33.2,10.8,19.4,.553,1.7,4.4,.386,9.1,15.0,.602,.597,7.9,9.0,.879,0.6,3.7,4.3,6.6,1.4,0.8,2.2,2.0,31.1,AS,gilgesh01
3,Anthony Edwards,24,MIN,SG,61,60,35.0,9.9,20.2,.489,3.4,8.4,.399,6.5,11.8,.554,.572,5.7,7.2,.796,0.6,4.4,5.0,3.7,1.4,0.8,2.9,1.9,28.8,AS,edwaran01
4,Jaylen Brown,29,BOS,SF,71,71,34.4,10.4,21.7,.477,2.0,5.7,.347,8.4,16.0,.523,.522,6.0,7.5,.795,1.1,5.8,6.9,5.1,1.0,0.4,3.6,2.7,28.7,AS,brownja02
5,Tyrese Maxey,25,PHI,PG,69,69,38.2,9.9,21.6,.461,3.2,8.6,.367,6.8,13.0,.523,.534,5.3,6.0,.891,0.3,3.8,4.2,6.7,1.9,0.8,2.4,2.2,28.4,AS,maxeyty01
6,Kawhi Leonard,34,LAC,SF,65,65,32.1,9.8,19.4,.505,2.6,6.8,.387,7.1,12.5,.569,.573,5.7,6.4,.892,1.1,5.3,6.4,3.6,1.9,0.4,2.0,1.2,27.9,AS,leonaka01
7,Donovan Mitchell,29,CLE,SG,70,70,33.5,9.7,20.0,.483,3.2,8.8,.364,6.5,11.2,.577,.563,5.3,6.1,.865,0.7,3.8,4.5,5.7,1.5,0.3,2.8,2.3,27.9,AS,mitchdo01
8,Nikola Jokić,30,DEN,C,64,64,35.1,10.0,17.5,.569,1.7,4.6,.379,8.2,12.9,.636,.618,6.1,7.4,.828,2.9,10.0,12.9,10.9,1.4,0.8,3.8,2.7,27.8,AS,jokicni01
9,Giannis Antetokounmpo,31,MIL,PF,36,36,28.9,10.4,16.6,.624,0.4,1.3,.333,9.9,15.4,.647,.636,6.4,9.9,.650,2.7,7.1,9.8,5.4,0.9,0.7,3.2,2.4,27.6,AS,antetgi01
10,Joel Embiid,31,PHI,C,38,38,31.6,9.0,18.3,.489,1.4,4.2,.333,7.6,14.2,.535,.527,7.5,8.8,.854,2.0,5.7,7.7,3.9,0.6,1.2,2.9,2.2,26.9,,embiijo01
11,Lauri Markkanen,28,UTA,PF,42,42,34.4,9.1,19.2,.477,2.7,7.7,.355,6.4,11.5,.559,.548,5.7,6.4,.896,2.0,4.9,6.9,2.1,1.0,0.5,1.5,1.8,26.7,,markkla01
12,Stephen Curry,37,GSW,PG,42,40,31.0,8.7,18.7,.468,4.4,11.3,.392,4.3,7.4,.584,.586,4.7,5.1,.930,0.4,3.1,3.5,4.8,1.1,0.4,2.8,1.8,26.6,AS,curryst01
13,Devin Booker,29,PHO,SG,64,64,33.5,8.5,18.7,.456,1.9,5.8,.330,6.6,12.9,.512,.507,7.1,8.1,.873,0.8,3.1,3.9,6.0,0.8,0.3,3.1,2.6,26.1,AS,bookede01
14,Jalen Brunson,29,NYK,PG,74,74,35.0,9.3,19.9,.467,2.6,7.1,.369,6.7,12.8,.522,.533,4.8,5.7,.841,0.4,2.9,3.3,6.8,0.8,0.1,2.4,2.3,26.0,AS,brunsja01
15,Kevin Durant,37,HOU,SF,78,78,36.4,9.2,17.6,.520,2.4,5.8,.413,6.8,11.9,.572,.588,5.2,6.0,.874,0.5,4.9,5.5,4.8,0.8,0.9,3.2,1.8,26.0,AS,duranke01
16,Jamal Murray,28,DEN,PG,75,75,35.4,8.8,18.1,.483,3.3,7.5,.435,5.5,10.6,.517,.573,4.6,5.2,.887,0.4,4.0,4.4,7.1,0.9,0.4,2.3,1.7,25.4,AS,murraja01
17,Victor Wembanyama,22,SAS,C,64,55,29.2,8.6,16.9,.512,1.9,5.5,.349,6.7,11.4,.590,.569,5.8,7.0,.827,2.0,9.5,11.5,3.1,1.0,3.1,2.4,2.4,25.0,AS,wembavi01
18,Deni Avdija,25,POR,SF,65,65,33.3,7.4,16.1,.462,1.8,5.9,.313,5.6,10.2,.549,.520,7.5,9.3,.802,1.1,5.8,6.9,6.6,0.8,0.6,3.8,2.6,24.2,AS,avdijde01
19,Cade Cunningham,24,DET,PG,63,63,34.1,8.7,18.7,.463,2.0,5.7,.344,6.7,13.0,.515,.516,4.9,6.1,.812,0.9,4.6,5.5,9.8,1.5,0.9,3.7,3.1,24.2,AS,cunnica01
20,Michael Porter Jr.,27,BRK,SF,52,52,32.5,8.5,18.4,.463,3.4,9.3,.363,5.2,9.1,.567,.555,3.8,4.4,.859,1.3,5.7,7.1,3.0,1.1,0.3,2.3,2.2,24.2,,portemi01
21,Pascal Siakam,31,IND,PF,62,62,33.2,9.0,18.6,.484,1.7,4.7,.358,7.3,13.9,.527,.529,4.2,6.1,.693,1.4,5.2,6.6,3.8,1.1,0.4,2.2,2.4,24.0,AS,siakapa01
22,James Harden,36,2TM,PG,70,70,34.8,7.0,16.0,.434,3.1,8.2,.375,3.9,7.9,.495,.529,6.6,7.5,.884,0.6,4.2,4.8,8.0,1.1,0.4,3.5,2.0,23.6,,hardeja01
22,James Harden,36,LAC,PG,44,44,35.4,7.3,17.5,.419,3.1,8.8,.347,4.3,8.7,.492,.506,7.7,8.5,.901,0.6,4.2,4.8,8.1,1.3,0.4,3.7,1.9,25.4,,hardeja01
22,James Harden,36,CLE,PG,26,26,33.8,6.3,13.5,.466,3.1,7.1,.435,3.2,6.5,.500,.580,4.8,5.8,.840,0.5,4.3,4.8,7.7,0.8,0.5,3.2,2.1,20.5,,hardeja01
23,Keyonte George,22,UTA,PG,54,54,33.1,7.4,16.3,.456,2.5,6.7,.371,5.0,9.6,.515,.532,6.2,7.0,.892,0.4,3.3,3.7,6.1,1.1,0.3,3.1,2.2,23.6,,georgke01
24,Austin Reaves,27,LAL,SG,51,45,34.5,7.3,14.9,.490,2.3,6.4,.360,5.0,8.5,.588,.567,6.3,7.3,.871,0.6,4.1,4.7,5.5,1.1,0.4,3.0,2.2,23.3,,reaveau01
25,Jalen Johnson,24,ATL,SF,72,72,35.2,8.3,17.1,.489,1.7,4.7,.352,6.7,12.3,.541,.537,4.2,5.3,.788,1.4,8.9,10.3,7.9,1.2,0.4,3.4,2.1,22.5,AS,johnsja05
26,Paolo Banchero,23,ORL,PF,71,71,34.7,7.4,15.9,.462,1.2,3.8,.311,6.2,12.1,.509,.499,6.3,8.2,.774,1.1,7.2,8.4,5.1,0.7,0.6,3.0,2.0,22.2,,banchpa01
27,Jayson Tatum,27,BOS,PF,16,16,32.6,7.4,17.9,.411,2.9,8.9,.329,4.4,9.0,.493,.493,4.1,4.9,.823,0.5,9.5,10.0,5.3,1.4,0.2,2.4,1.6,21.8,,tatumja01
28,Norman Powell,32,MIA,SG,57,52,29.7,7.2,15.4,.470,2.7,7.1,.380,4.6,8.3,.547,.558,4.5,5.5,.824,0.4,3.2,3.5,2.5,1.1,0.2,1.9,2.2,21.7,AS,powelno01
29,Trey Murphy III,25,NOP,SF,66,66,35.5,7.5,15.9,.470,3.2,8.6,.379,4.2,7.3,.577,.572,3.3,3.7,.886,1.0,4.8,5.7,3.8,1.5,0.4,1.8,2.1,21.5,,murphtr02
30,Brandon Ingram,28,TOR,SF,76,76,33.8,8.0,16.8,.475,1.7,4.6,.379,6.3,12.2,.511,.527,3.7,4.6,.816,0.8,4.7,5.5,3.7,0.8,0.7,2.4,1.9,21.4,AS,ingrabr01
31,Cooper Flagg,19,DAL,SF,69,69,33.8,8.0,17.2,.468,1.0,3.5,.296,7.0,13.7,.512,.498,4.1,4.9,.826,1.2,5.5,6.7,4.6,1.2,0.9,2.3,2.0,21.2,,flaggco01
32,Julius Randle,31,MIN,PF,79,79,33.0,7.3,15.3,.481,1.4,4.4,.315,6.0,10.9,.547,.526,5.0,6.3,.802,1.7,5.1,6.7,5.0,1.1,0.2,2.7,2.8,21.1,,randlju01
33,Shaedon Sharpe,22,POR,SG,49,42,29.7,7.9,17.5,.454,2.1,6.2,.341,5.8,11.3,.515,.514,3.1,4.0,.784,1.0,3.4,4.4,2.6,1.4,0.1,3.0,2.0,21.1,,sharpsh01
34,Tyler Herro,26,MIA,SG,32,27,31.6,7.7,15.8,.484,2.6,6.8,.384,5.1,9.1,.559,.566,3.1,3.4,.917,0.4,4.2,4.6,4.0,0.7,0.4,1.9,1.9,21.0,,herroty01
35,LeBron James,41,LAL,SF,59,59,33.4,7.9,15.3,.517,1.3,4.1,.321,6.6,11.3,.587,.559,3.8,5.2,.735,0.7,5.4,6.1,7.2,1.2,0.6,3.0,1.4,21.0,AS,jamesle01
36,Zion Williamson,25,NOP,PF,62,55,29.7,7.8,13.0,.600,0.0,0.1,.250,7.8,13.0,.601,.600,5.4,7.5,.716,2.0,3.7,5.7,3.2,1.0,0.5,2.0,2.3,21.0,,willizi01
37,Nickeil Alexander-Walker,27,ATL,SG,78,71,33.4,7.0,15.3,.459,3.2,8.1,.399,3.8,7.3,.525,.564,3.6,3.9,.902,0.7,2.8,3.4,3.7,1.3,0.5,2.1,2.2,20.8,,alexani01
38,Franz Wagner,24,ORL,SF,33,31,30.1,7.2,14.8,.485,1.4,4.0,.348,5.8,10.8,.535,.532,4.8,5.9,.820,1.3,4.0,5.2,3.4,0.9,0.3,1.7,2.1,20.6,,wagnefr01
39,Anthony Davis,32,DAL,PF,20,20,31.3,8.5,16.7,.506,0.5,1.9,.270,8.0,14.9,.535,.521,3.0,4.1,.728,3.1,8.0,11.1,2.8,1.1,1.7,2.1,2.1,20.4,,davisan02
40,Alperen Şengün,23,HOU,C,72,72,33.3,8.1,15.6,.519,0.6,1.8,.305,7.5,13.8,.547,.537,3.6,5.2,.691,3.0,5.9,8.9,6.2,1.2,1.1,3.2,3.3,20.4,AS,sengual01
41,Desmond Bane,27,ORL,SG,81,81,33.8,7.2,14.8,.485,2.0,5.2,.392,5.1,9.6,.535,.554,3.9,4.2,.910,1.2,3.0,4.1,4.2,1.0,0.4,2.0,3.1,20.2,,banede01
42,Dillon Brooks,30,PHO,SF,56,56,30.4,7.4,17.1,.435,2.3,6.6,.344,5.2,10.5,.492,.501,3.0,3.6,.842,0.8,2.9,3.6,1.8,1.0,0.2,1.8,3.3,20.2,,brookdi01
43,Brandon Miller,23,CHO,SF,64,64,30.3,7.0,16.1,.435,3.1,8.2,.383,3.9,7.9,.489,.532,3.0,3.4,.894,1.1,3.9,4.9,3.4,1.0,0.7,2.5,2.8,20.2,,millebr02
44,LaMelo Ball,24,CHO,PG,71,68,28.0,7.0,17.3,.407,3.8,10.2,.369,3.3,7.1,.463,.516,2.3,2.5,.899,0.9,3.9,4.8,7.2,1.2,0.2,2.8,2.7,20.1,,ballla01
45,Karl-Anthony Towns,30,NYK,C,75,75,31.0,6.9,13.8,.501,1.5,4.1,.368,5.4,9.7,.557,.556,4.8,5.5,.858,3.1,8.7,11.9,3.0,0.9,0.5,2.5,3.4,20.1,AS,townska01
46,Bam Adebayo,28,MIA,C,72,72,32.4,6.9,15.7,.439,1.8,5.5,.318,5.1,10.2,.505,.495,4.5,5.8,.780,2.0,8.0,10.0,3.2,1.2,0.7,1.7,1.7,20.0,,adebaba01
47,Jimmy Butler,36,GSW,SF,38,38,31.1,6.3,12.2,.519,0.8,2.2,.376,5.5,9.9,.552,.554,6.5,7.6,.864,2.3,3.2,5.6,4.9,1.4,0.2,1.6,1.2,20.0,,butleji01
48,Ty Jerome,28,MEM,SG,15,15,22.6,6.8,14.3,.474,2.8,6.7,.420,4.0,7.7,.522,.572,3.3,3.7,.875,0.7,2.1,2.8,5.7,1.1,0.3,1.8,2.1,19.7,,jeromty01
49,Jalen Duren,22,DET,C,70,70,28.2,7.5,11.5,.650,0.0,0.0,,7.5,11.5,.650,.650,4.6,6.1,.747,3.8,6.7,10.5,2.0,0.8,0.8,1.9,2.8,19.5,AS,durenja01
50,Ja Morant,26,MEM,PG,20,20,28.5,6.6,16.1,.410,1.0,4.3,.235,5.6,11.9,.473,.441,5.3,5.9,.897,0.4,2.9,3.3,8.1,1.0,0.3,3.6,2.0,19.5,,moranja01
51,Jaren Jackson Jr.,26,2TM,C,48,48,30.3,7.1,15.0,.476,1.8,4.9,.357,5.4,10.1,.533,.534,3.4,4.2,.803,0.9,4.8,5.7,2.0,1.1,1.4,2.2,3.7,19.4,,jacksja02
51,Jaren Jackson Jr.,26,MEM,C,45,45,30.7,7.1,14.9,.475,1.8,4.9,.359,5.3,10.0,.531,.534,3.3,4.2,.797,0.9,4.8,5.8,1.9,1.0,1.5,2.2,3.8,19.2,,jacksja02
51,Jaren Jackson Jr.,26,UTA,C,3,3,24.0,8.0,16.3,.490,1.7,5.0,.333,6.3,11.3,.559,.541,4.7,5.3,.875,0.3,4.0,4.3,2.7,2.0,0.3,2.3,3.0,22.3,,jacksja02
52,Zach LaVine,30,SAC,SG,39,37,31.4,6.7,14.0,.479,2.5,6.5,.390,4.2,7.5,.556,.569,3.2,3.6,.880,0.2,2.6,2.8,2.3,0.7,0.3,1.9,2.1,19.2,,lavinza01
53,RJ Barrett,25,TOR,SF,56,56,30.3,7.0,14.3,.489,1.7,5.0,.338,5.3,9.3,.570,.548,3.5,4.8,.719,1.0,4.3,5.3,3.3,0.8,0.3,1.8,2.5,19.1,,barrerj01
54,Darius Garland,26,2TM,PG,44,42,30.0,6.9,14.9,.463,2.8,6.9,.399,4.1,8.0,.517,.555,2.3,2.7,.858,0.4,2.0,2.4,6.7,1.0,0.2,2.9,1.9,18.9,,garlada01
54,Darius Garland,26,CLE,PG,26,26,30.5,6.5,14.5,.451,2.3,6.3,.360,4.3,8.2,.521,.529,2.6,3.0,.861,0.5,2.0,2.4,6.9,0.8,0.1,2.8,1.8,18.0,,garlada01
54,Darius Garland,26,LAC,PG,18,16,29.2,7.4,15.4,.478,3.4,7.7,.446,3.9,7.7,.511,.590,1.9,2.3,.854,0.3,2.1,2.4,6.4,1.2,0.3,3.1,1.9,20.2,,garlada01
55,CJ McCollum,34,2TM,PG,76,60,29.8,6.9,15.2,.455,2.5,6.7,.375,4.4,8.5,.519,.538,2.4,3.1,.772,0.8,2.5,3.3,3.9,0.8,0.5,1.8,1.9,18.7,,mccolcj01
55,CJ McCollum,34,WAS,SG,35,35,30.9,6.9,15.1,.454,2.7,7.0,.393,4.1,8.1,.505,.544,2.3,2.9,.804,0.7,2.9,3.5,3.6,0.7,0.3,1.7,2.1,18.8,,mccolcj01
55,CJ McCollum,34,ATL,PG,41,25,28.8,7.0,15.2,.456,2.3,6.5,.357,4.6,8.8,.529,.532,2.5,3.3,.748,1.0,2.2,3.1,4.1,1.0,0.6,1.9,1.7,18.7,,mccolcj01
56,Jerami Grant,31,POR,PF,57,38,29.7,5.8,12.8,.453,2.4,6.1,.389,3.4,6.7,.513,.547,4.6,5.6,.814,1.0,2.5,3.5,2.1,0.7,0.6,2.1,2.5,18.6,,grantje01
57,Kon Knueppel,20,CHO,SF,80,79,31.5,6.4,13.4,.477,3.4,7.9,.427,3.0,5.5,.548,.603,2.4,2.8,.862,1.2,4.1,5.3,3.4,0.7,0.2,2.0,2.1,18.6,,knuepko01
58,De'Aaron Fox,28,SAS,PG,71,71,31.0,7.1,14.5,.488,1.8,5.4,.333,5.3,9.1,.580,.550,2.6,3.4,.756,0.6,3.1,3.7,6.2,1.3,0.3,2.3,2.3,18.5,AS,foxde01
59,DeMar DeRozan,36,SAC,PF,77,77,31.2,6.5,13.1,.497,0.6,1.9,.320,5.9,11.1,.527,.520,4.9,5.6,.868,0.5,2.5,2.9,4.1,1.0,0.3,1.2,1.9,18.4,,derozde01
60,Amen Thompson,23,HOU,PG,79,79,37.4,7.1,13.2,.534,0.3,1.5,.216,6.7,11.7,.573,.545,3.8,4.9,.779,3.0,4.8,7.8,5.3,1.5,0.6,2.4,2.2,18.3,,thompam01
61,Evan Mobley,24,CLE,PF,65,63,31.9,7.2,13.2,.546,1.0,3.2,.297,6.3,10.0,.626,.582,2.8,4.6,.606,2.4,6.6,9.0,3.6,0.7,1.7,1.9,2.4,18.2,,mobleev01
62,Scottie Barnes,24,TOR,PF,79,79,33.5,7.1,14.1,.504,0.9,2.8,.304,6.2,11.2,.555,.535,3.0,3.7,.814,1.9,5.6,7.4,5.8,1.4,1.4,2.6,2.7,18.1,AS,barnesc01
63,Trae Young,27,2TM,PG,15,15,25.6,5.4,11.8,.458,1.8,5.3,.338,3.6,6.5,.557,.534,5.3,6.5,.825,0.3,1.7,2.0,8.0,0.9,0.1,2.6,2.2,17.9,,youngtr01
63,Trae Young,27,ATL,PG,10,10,28.0,5.6,13.5,.415,1.8,5.9,.305,3.8,7.6,.500,.481,6.3,7.3,.863,0.0,1.5,1.5,8.9,1.0,0.1,2.6,2.0,19.3,,youngtr01
63,Trae Young,27,WAS,PG,5,5,20.8,5.0,8.4,.595,1.8,4.2,.429,3.2,4.2,.762,.702,3.4,4.8,.708,0.8,2.2,3.0,6.2,0.6,0.2,2.6,2.6,15.2,,youngtr01
64,Jalen Green,23,PHO,SG,32,27,25.9,6.8,16.0,.422,2.2,7.1,.313,4.5,8.9,.509,.491,2.0,2.7,.747,0.5,3.1,3.6,2.8,1.1,0.3,2.3,1.3,17.8,,greenja05
65,Saddiq Bey,26,NOP,SF,72,64,31.2,6.1,13.4,.451,2.1,5.7,.367,4.0,7.7,.514,.529,3.4,4.1,.841,1.7,3.9,5.6,2.5,0.9,0.1,0.9,1.3,17.7,,beysa01
66,Bennedict Mathurin,23,2TM,SF,53,25,30.0,5.4,12.5,.430,1.4,4.4,.316,4.0,8.1,.492,.486,5.4,6.2,.873,1.0,4.4,5.4,2.3,0.8,0.2,2.2,2.5,17.5,,mathube01
66,Bennedict Mathurin,23,IND,SF,28,24,31.8,5.5,12.8,.433,2.1,5.6,.372,3.5,7.2,.480,.514,4.6,5.2,.884,0.8,4.6,5.4,2.3,0.6,0.1,2.3,2.7,17.8,,mathube01
66,Bennedict Mathurin,23,LAC,SF,25,1,27.9,5.2,12.1,.427,0.6,3.0,.200,4.6,9.1,.502,.452,6.4,7.4,.864,1.2,4.2,5.3,2.3,1.0,0.3,2.1,2.3,17.3,,mathube01
67,Paul George,35,PHI,PF,36,36,30.9,6.1,14.1,.437,2.8,7.0,.394,3.4,7.1,.478,.535,2.5,3.0,.817,0.6,4.8,5.3,3.6,1.7,0.4,1.8,2.3,17.5,,georgpa01
68,Kevin Porter Jr.,25,MIL,PG,38,36,33.2,6.3,13.5,.465,1.2,3.8,.322,5.1,9.8,.520,.510,3.6,4.1,.878,0.9,4.3,5.2,7.4,2.2,0.5,2.9,2.3,17.4,,porteke02
69,Coby White,25,2TM,SG,49,26,25.2,5.6,12.5,.444,2.3,6.4,.359,3.3,6.1,.532,.535,3.9,4.8,.821,0.3,3.1,3.4,4.0,0.5,0.1,2.6,2.2,17.3,,whiteco01
69,Coby White,25,CHI,SG,29,26,29.1,5.9,13.6,.438,2.5,7.2,.346,3.4,6.4,.541,.529,4.3,5.3,.805,0.2,3.5,3.7,4.7,0.7,0.1,3.0,2.4,18.6,,whiteco01
69,Coby White,25,CHO,SG,20,0,19.5,5.0,11.0,.455,2.0,5.2,.385,3.0,5.8,.517,.545,3.5,4.1,.852,0.5,2.6,3.1,3.1,0.3,0.2,1.9,2.0,15.5,,whiteco01
70,Ryan Rollins,23,MIL,PG,74,67,32.1,6.6,13.9,.472,2.5,6.1,.406,4.1,7.8,.523,.561,1.7,2.1,.796,0.7,3.8,4.6,5.6,1.5,0.4,2.7,2.6,17.3,,rolliry01
71,Miles Bridges,27,CHO,PF,76,76,31.1,6.3,13.6,.460,1.9,5.8,.334,4.3,7.8,.555,.532,2.7,3.3,.825,1.0,4.9,5.9,3.2,0.6,0.4,1.4,1.7,17.2,,bridgmi02
72,Chet Holmgren,23,OKC,PF,69,69,28.9,6.3,11.3,.557,1.3,3.5,.362,5.0,7.8,.646,.614,3.3,4.1,.792,1.9,7.0,8.9,1.7,0.6,1.9,1.6,2.3,17.1,AS,holmgch01
73,Jalen Williams,24,OKC,SG,33,33,28.4,6.5,13.5,.484,0.7,2.3,.299,5.8,11.2,.523,.510,3.3,3.9,.837,0.8,3.8,4.6,5.5,1.2,0.3,1.9,2.0,17.1,,willija06
74,Josh Giddey,23,CHI,PG,54,51,32.1,5.9,13.3,.448,1.9,5.2,.364,4.0,8.0,.502,.520,3.2,4.2,.763,1.2,7.1,8.3,9.1,1.0,0.5,3.6,1.7,17.0,,giddejo01
75,Payton Pritchard,28,BOS,PG,79,50,32.4,6.4,13.8,.464,2.7,7.1,.377,3.7,6.7,.556,.561,1.5,1.7,.890,0.9,3.1,3.9,5.2,0.7,0.1,1.4,1.5,17.0,,pritcpa01
76,Andrew Nembhard,26,IND,PG,57,57,31.3,5.8,13.2,.442,1.9,5.2,.361,4.0,8.0,.495,.513,3.4,4.1,.825,0.4,2.4,2.8,7.7,0.9,0.1,2.4,2.2,16.9,,nembhan01
77,Kristaps Porziņģis,30,2TM,C,31,22,24.0,5.5,12.3,.447,1.7,5.0,.346,3.7,7.2,.518,.518,4.1,4.9,.836,1.2,3.9,5.1,2.6,0.6,1.2,1.3,2.8,16.8,,porzikr01
77,Kristaps Porziņģis,30,ATL,C,17,12,24.3,5.6,12.4,.457,1.8,5.1,.360,3.8,7.3,.524,.531,4.0,4.8,.840,1.2,3.9,5.1,2.7,0.5,1.3,0.9,3.2,17.1,,porzikr01
77,Kristaps Porziņģis,30,GSW,C,14,10,23.7,5.3,12.1,.435,1.6,5.0,.329,3.6,7.1,.510,.503,4.2,5.1,.831,1.2,3.9,5.1,2.4,0.6,1.1,1.8,2.4,16.4,,porzikr01
78,Stephon Castle,21,SAS,PG,67,66,30.0,5.7,12.0,.473,1.2,3.6,.328,4.5,8.4,.535,.522,4.2,5.7,.737,1.4,3.8,5.2,7.4,1.1,0.3,3.2,3.3,16.8,,castlst01
79,OG Anunoby,28,NYK,PF,67,67,33.2,5.8,12.0,.484,2.3,6.1,.386,3.5,5.9,.584,.581,2.7,3.3,.828,1.3,4.0,5.2,2.2,1.6,0.7,1.8,2.4,16.7,,anunoog01
80,Dejounte Murray,29,NOP,PG,14,14,27.8,6.3,13.0,.484,1.4,4.4,.306,4.9,8.6,.575,.536,2.8,3.2,.867,0.3,5.1,5.4,6.4,1.6,0.2,3.4,2.4,16.7,,murrade01
81,Immanuel Quickley,26,TOR,PG,69,69,32.1,5.8,13.0,.444,2.6,6.9,.376,3.2,6.2,.520,.543,2.5,3.0,.821,0.6,3.5,4.1,5.9,1.3,0.1,1.5,2.0,16.6,,quickim01
82,Grayson Allen,30,PHO,SG,51,27,28.8,5.3,13.1,.403,3.1,8.9,.349,2.2,4.2,.519,.522,2.8,3.3,.857,0.7,2.3,3.0,3.8,1.4,0.3,1.6,2.3,16.5,,allengr01
83,Derrick White,31,BOS,SG,77,77,34.1,5.7,14.4,.394,2.7,8.3,.327,3.0,6.1,.487,.489,2.4,2.6,.902,1.1,3.3,4.4,5.4,1.1,1.3,1.7,1.5,16.5,,whitede01
84,Matas Buzelis,21,CHI,PF,77,77,29.2,5.8,12.5,.463,2.2,6.4,.349,3.5,6.1,.583,.553,2.4,3.1,.786,1.0,4.8,5.8,2.1,0.7,1.5,2.1,2.3,16.3,,buzelma01
85,Alex Sarr,20,WAS,C,48,48,27.2,6.6,13.7,.482,1.0,3.1,.333,5.5,10.5,.526,.520,2.1,3.0,.692,2.2,5.2,7.4,2.7,0.8,2.0,1.7,2.2,16.3,,sarral01
86,Aaron Gordon,30,DEN,PF,36,33,27.9,5.5,11.1,.497,1.7,4.4,.389,3.8,6.7,.568,.574,3.5,4.5,.767,1.4,4.4,5.8,2.7,0.6,0.3,1.1,1.7,16.2,,gordoaa01
87,Jrue Holiday,35,POR,PG,52,50,29.4,6.0,13.3,.452,2.6,6.8,.381,3.4,6.5,.525,.549,1.6,1.9,.838,1.3,3.3,4.6,6.1,1.0,0.1,2.7,1.5,16.2,,holidjr01
88,VJ Edgecombe,20,PHI,SG,74,74,35.0,6.0,13.8,.439,2.0,5.6,.356,4.0,8.1,.496,.511,2.0,2.4,.818,1.6,4.0,5.6,4.1,1.4,0.5,1.8,2.9,16.1,,edgecvj01
89,Domantas Sabonis,29,SAC,C,19,15,29.7,6.3,11.6,.543,0.3,1.4,.185,6.1,10.2,.593,.554,2.9,4.1,.727,3.4,8.0,11.4,4.1,0.9,0.2,2.7,3.5,15.8,,sabondo01
90,Jabari Smith Jr.,22,HOU,PF,77,77,35.1,5.7,12.6,.450,2.3,6.3,.363,3.4,6.3,.537,.541,2.1,2.7,.775,1.4,5.5,6.9,1.9,0.7,0.9,1.4,2.5,15.8,,smithja05
91,Andrew Wiggins,30,MIA,SF,67,67,30.4,5.8,12.1,.479,2.1,4.9,.419,3.7,7.2,.520,.564,1.9,2.4,.781,1.7,3.2,4.9,2.7,1.1,1.0,1.5,2.3,15.5,,wiggian01
92,Collin Sexton,27,2TM,SG,67,21,23.7,5.3,10.8,.485,1.7,4.1,.399,3.6,6.7,.538,.561,3.2,3.8,.854,0.6,1.7,2.3,3.3,1.1,0.1,2.1,2.1,15.4,,sextoco01
92,Collin Sexton,27,CHO,SG,42,12,22.3,4.8,9.9,.488,1.4,3.5,.393,3.5,6.4,.539,.557,3.2,3.7,.877,0.4,1.5,1.9,3.7,0.9,0.2,2.1,1.8,14.2,,sextoco01
92,Collin Sexton,27,CHI,SG,25,9,25.9,6.0,12.5,.481,2.2,5.3,.406,3.8,7.2,.536,.567,3.2,4.0,.818,0.9,2.0,2.9,2.6,1.6,0.1,2.1,2.6,17.4,,sextoco01
93,Jarrett Allen,27,CLE,C,56,56,27.1,6.0,9.4,.638,0.0,0.2,.100,6.0,9.3,.649,.639,3.3,4.7,.709,2.6,5.9,8.5,1.8,1.0,0.8,1.3,1.7,15.4,,allenja01
